"pl_id";"l_name";"f_name";"pl_name";"t_id";"p_id";"pl_num";"p_code";"p_name";"p_target";"t_code"
"228";"HERNANDEZ";"EMILIANO";"HERNANDEZ, EMILIANO";"4";"1";"64";"G";"Goalkeeper";"3";"U16"
"229";"LOPEZ";"EMILIANO";"LOPEZ, EMILIANO";"10";"1";"54";"G";"Goalkeeper";"3";"U10"
"230";"GONZALEZ";"EMILIANO";"GONZALEZ, EMILIANO";"1";"1";"84";"G";"Goalkeeper";"3";"S"
"231";"PEREZ";"EMILIANO";"PEREZ, EMILIANO";"4";"3";"58";"M";"Midfielder";"9";"U16"
"232";"SANCHEZ";"EMILIANO";"SANCHEZ, EMILIANO";"9";"1";"23";"G";"Goalkeeper";"3";"U11"
"233";"RAMIREZ";"EMILIANO";"RAMIREZ, EMILIANO";"9";"4";"78";"F";"Forward";"6";"U11"
"234";"TORRES";"EMILIANO";"TORRES, EMILIANO";"14";"4";"3";"F";"Forward";"6";"U06"
"235";"FLORES";"EMILIANO";"FLORES, EMILIANO";"14";"1";"39";"G";"Goalkeeper";"3";"U06"
"236";"RIVERA";"EMILIANO";"RIVERA, EMILIANO";"9";"3";"27";"M";"Midfielder";"9";"U11"
"237";"GOMEZ";"EMILIANO";"GOMEZ, EMILIANO";"2";"2";"23";"D";"Defender";"7";"U18"
"238";"DIAZ";"EMILIANO";"DIAZ, EMILIANO";"8";"2";"33";"D";"Defender";"7";"U12"
"239";"GARCIA";"JERÓNIMO";"GARCIA, JERÓNIMO";"10";"1";"81";"G";"Goalkeeper";"3";"U10"
"240";"RODRIGUEZ";"JERÓNIMO";"RODRIGUEZ, JERÓNIMO";"2";"1";"27";"G";"Goalkeeper";"3";"U18"
"241";"MARTINEZ";"JERÓNIMO";"MARTINEZ, JERÓNIMO";"14";"3";"42";"M";"Midfielder";"9";"U06"
"242";"HERNANDEZ";"JERÓNIMO";"HERNANDEZ, JERÓNIMO";"9";"1";"31";"G";"Goalkeeper";"3";"U11"
"243";"LOPEZ";"JERÓNIMO";"LOPEZ, JERÓNIMO";"9";"3";"86";"M";"Midfielder";"9";"U11"
"244";"GONZALEZ";"JERÓNIMO";"GONZALEZ, JERÓNIMO";"4";"1";"15";"G";"Goalkeeper";"3";"U16"
"245";"PEREZ";"JERÓNIMO";"PEREZ, JERÓNIMO";"1";"4";"85";"F";"Forward";"6";"S"
"246";"SANCHEZ";"JERÓNIMO";"SANCHEZ, JERÓNIMO";"6";"1";"81";"G";"Goalkeeper";"3";"U14"
"247";"RAMIREZ";"JERÓNIMO";"RAMIREZ, JERÓNIMO";"14";"2";"27";"D";"Defender";"7";"U06"
"248";"TORRES";"JERÓNIMO";"TORRES, JERÓNIMO";"4";"1";"17";"G";"Goalkeeper";"3";"U16"
"249";"FLORES";"JERÓNIMO";"FLORES, JERÓNIMO";"12";"2";"75";"D";"Defender";"7";"U08"
"250";"RIVERA";"JERÓNIMO";"RIVERA, JERÓNIMO";"13";"2";"56";"D";"Defender";"7";"U07"
"251";"GOMEZ";"JERÓNIMO";"GOMEZ, JERÓNIMO";"7";"2";"36";"D";"Defender";"7";"U13"
"252";"DIAZ";"JERÓNIMO";"DIAZ, JERÓNIMO";"1";"2";"98";"D";"Defender";"7";"S"
"253";"GARCIA";"EMMANUEL";"GARCIA, EMMANUEL";"9";"2";"17";"D";"Defender";"7";"U11"
"254";"RODRIGUEZ";"EMMANUEL";"RODRIGUEZ, EMMANUEL";"3";"2";"80";"D";"Defender";"7";"U17"
"255";"MARTINEZ";"EMMANUEL";"MARTINEZ, EMMANUEL";"12";"4";"24";"F";"Forward";"6";"U08"
"256";"HERNANDEZ";"EMMANUEL";"HERNANDEZ, EMMANUEL";"7";"2";"2";"D";"Defender";"7";"U13"
"257";"LOPEZ";"EMMANUEL";"LOPEZ, EMMANUEL";"11";"4";"20";"F";"Forward";"6";"U09"
"258";"GONZALEZ";"EMMANUEL";"GONZALEZ, EMMANUEL";"4";"3";"38";"M";"Midfielder";"9";"U16"
"259";"PEREZ";"EMMANUEL";"PEREZ, EMMANUEL";"11";"2";"24";"D";"Defender";"7";"U09"
"260";"SANCHEZ";"EMMANUEL";"SANCHEZ, EMMANUEL";"6";"3";"10";"M";"Midfielder";"9";"U14"
"261";"RAMIREZ";"EMMANUEL";"RAMIREZ, EMMANUEL";"13";"1";"60";"G";"Goalkeeper";"3";"U07"
"262";"TORRES";"EMMANUEL";"TORRES, EMMANUEL";"12";"2";"86";"D";"Defender";"7";"U08"
"263";"FLORES";"EMMANUEL";"FLORES, EMMANUEL";"1";"4";"56";"F";"Forward";"6";"S"
"264";"RIVERA";"EMMANUEL";"RIVERA, EMMANUEL";"7";"4";"28";"F";"Forward";"6";"U13"
"265";"GOMEZ";"EMMANUEL";"GOMEZ, EMMANUEL";"1";"1";"58";"G";"Goalkeeper";"3";"S"
"266";"DIAZ";"EMMANUEL";"DIAZ, EMMANUEL";"8";"1";"13";"G";"Goalkeeper";"3";"U12"
"267";"GARCIA";"AGUSTÍN";"GARCIA, AGUSTÍN";"12";"4";"22";"F";"Forward";"6";"U08"
"268";"RODRIGUEZ";"AGUSTÍN";"RODRIGUEZ, AGUSTÍN";"9";"3";"97";"M";"Midfielder";"9";"U11"
"269";"MARTINEZ";"AGUSTÍN";"MARTINEZ, AGUSTÍN";"3";"1";"81";"G";"Goalkeeper";"3";"U17"
"270";"HERNANDEZ";"AGUSTÍN";"HERNANDEZ, AGUSTÍN";"4";"1";"3";"G";"Goalkeeper";"3";"U16"
"271";"LOPEZ";"AGUSTÍN";"LOPEZ, AGUSTÍN";"4";"3";"18";"M";"Midfielder";"9";"U16"
"272";"GONZALEZ";"AGUSTÍN";"GONZALEZ, AGUSTÍN";"8";"3";"31";"M";"Midfielder";"9";"U12"
"273";"PEREZ";"AGUSTÍN";"PEREZ, AGUSTÍN";"13";"2";"74";"D";"Defender";"7";"U07"
"274";"SANCHEZ";"AGUSTÍN";"SANCHEZ, AGUSTÍN";"1";"4";"43";"F";"Forward";"6";"S"
"275";"RAMIREZ";"AGUSTÍN";"RAMIREZ, AGUSTÍN";"5";"2";"82";"D";"Defender";"7";"U15"
"276";"TORRES";"AGUSTÍN";"TORRES, AGUSTÍN";"8";"4";"72";"F";"Forward";"6";"U12"
"277";"FLORES";"AGUSTÍN";"FLORES, AGUSTÍN";"8";"3";"15";"M";"Midfielder";"9";"U12"
"278";"RIVERA";"AGUSTÍN";"RIVERA, AGUSTÍN";"9";"2";"39";"D";"Defender";"7";"U11"
"279";"GOMEZ";"AGUSTÍN";"GOMEZ, AGUSTÍN";"2";"1";"60";"G";"Goalkeeper";"3";"U18"
"280";"DIAZ";"AGUSTÍN";"DIAZ, AGUSTÍN";"6";"2";"85";"D";"Defender";"7";"U14"
"281";"GARCIA";"JUAN";"GARCIA, JUAN";"2";"4";"92";"F";"Forward";"6";"U18"
"282";"RODRIGUEZ";"JUAN";"RODRIGUEZ, JUAN";"1";"2";"68";"D";"Defender";"7";"S"
"283";"MARTINEZ";"JUAN";"MARTINEZ, JUAN";"12";"2";"92";"D";"Defender";"7";"U08"
"284";"HERNANDEZ";"JUAN";"HERNANDEZ, JUAN";"13";"3";"61";"M";"Midfielder";"9";"U07"
"285";"LOPEZ";"JUAN";"LOPEZ, JUAN";"4";"2";"16";"D";"Defender";"7";"U16"
"286";"GONZALEZ";"JUAN";"GONZALEZ, JUAN";"11";"2";"53";"D";"Defender";"7";"U09"
"287";"PEREZ";"JUAN";"PEREZ, JUAN";"12";"2";"40";"D";"Defender";"7";"U08"
"288";"SANCHEZ";"JUAN";"SANCHEZ, JUAN";"4";"2";"56";"D";"Defender";"7";"U16"
"289";"RAMIREZ";"JUAN";"RAMIREZ, JUAN";"7";"2";"36";"D";"Defender";"7";"U13"
"290";"TORRES";"JUAN";"TORRES, JUAN";"7";"2";"55";"D";"Defender";"7";"U13"
"291";"FLORES";"JUAN";"FLORES, JUAN";"3";"2";"20";"D";"Defender";"7";"U17"
"292";"RIVERA";"JUAN";"RIVERA, JUAN";"14";"1";"53";"G";"Goalkeeper";"3";"U06"
"293";"GOMEZ";"JUAN";"GOMEZ, JUAN";"6";"2";"9";"D";"Defender";"7";"U14"
"294";"DIAZ";"JUAN";"DIAZ, JUAN";"1";"4";"5";"F";"Forward";"6";"S"
"295";"GARCIA";"JOSÉ";"GARCIA, JOSÉ";"13";"1";"75";"G";"Goalkeeper";"3";"U07"
"296";"RODRIGUEZ";"JOSÉ";"RODRIGUEZ, JOSÉ";"10";"4";"46";"F";"Forward";"6";"U10"
"297";"MARTINEZ";"JOSÉ";"MARTINEZ, JOSÉ";"2";"1";"70";"G";"Goalkeeper";"3";"U18"
"298";"HERNANDEZ";"JOSÉ";"HERNANDEZ, JOSÉ";"8";"4";"45";"F";"Forward";"6";"U12"
"299";"LOPEZ";"JOSÉ";"LOPEZ, JOSÉ";"4";"2";"67";"D";"Defender";"7";"U16"
"300";"GONZALEZ";"JOSÉ";"GONZALEZ, JOSÉ";"11";"4";"52";"F";"Forward";"6";"U09"
"301";"PEREZ";"JOSÉ";"PEREZ, JOSÉ";"6";"3";"42";"M";"Midfielder";"9";"U14"
"302";"SANCHEZ";"JOSÉ";"SANCHEZ, JOSÉ";"9";"4";"8";"F";"Forward";"6";"U11"
"303";"RAMIREZ";"JOSÉ";"RAMIREZ, JOSÉ";"7";"1";"91";"G";"Goalkeeper";"3";"U13"
"304";"TORRES";"JOSÉ";"TORRES, JOSÉ";"11";"3";"47";"M";"Midfielder";"9";"U09"
"305";"FLORES";"JOSÉ";"FLORES, JOSÉ";"7";"4";"59";"F";"Forward";"6";"U13"
"306";"RIVERA";"JOSÉ";"RIVERA, JOSÉ";"9";"1";"9";"G";"Goalkeeper";"3";"U11"
"307";"GOMEZ";"JOSÉ";"GOMEZ, JOSÉ";"5";"4";"19";"F";"Forward";"6";"U15"
"308";"DIAZ";"JOSÉ";"DIAZ, JOSÉ";"14";"4";"26";"F";"Forward";"6";"U06"
"309";"GARCIA";"ANDRÉS";"GARCIA, ANDRÉS";"4";"4";"29";"F";"Forward";"6";"U16"
"310";"RODRIGUEZ";"ANDRÉS";"RODRIGUEZ, ANDRÉS";"14";"2";"74";"D";"Defender";"7";"U06"
"311";"MARTINEZ";"ANDRÉS";"MARTINEZ, ANDRÉS";"10";"4";"68";"F";"Forward";"6";"U10"
"312";"HERNANDEZ";"ANDRÉS";"HERNANDEZ, ANDRÉS";"13";"3";"89";"M";"Midfielder";"9";"U07"
"313";"LOPEZ";"ANDRÉS";"LOPEZ, ANDRÉS";"4";"2";"9";"D";"Defender";"7";"U16"
"314";"GONZALEZ";"ANDRÉS";"GONZALEZ, ANDRÉS";"8";"2";"89";"D";"Defender";"7";"U12"
"315";"PEREZ";"ANDRÉS";"PEREZ, ANDRÉS";"7";"2";"91";"D";"Defender";"7";"U13"
"316";"SANCHEZ";"ANDRÉS";"SANCHEZ, ANDRÉS";"2";"4";"56";"F";"Forward";"6";"U18"
"317";"RAMIREZ";"ANDRÉS";"RAMIREZ, ANDRÉS";"6";"4";"8";"F";"Forward";"6";"U14"
"318";"TORRES";"ANDRÉS";"TORRES, ANDRÉS";"4";"4";"70";"F";"Forward";"6";"U16"
"319";"FLORES";"ANDRÉS";"FLORES, ANDRÉS";"7";"3";"96";"M";"Midfielder";"9";"U13"
"320";"RIVERA";"ANDRÉS";"RIVERA, ANDRÉS";"4";"2";"95";"D";"Defender";"7";"U16"
"321";"GOMEZ";"ANDRÉS";"GOMEZ, ANDRÉS";"5";"2";"22";"D";"Defender";"7";"U15"
"322";"DIAZ";"ANDRÉS";"DIAZ, ANDRÉS";"8";"2";"61";"D";"Defender";"7";"U12"
"323";"GARCIA";"THIAGO";"GARCIA, THIAGO";"2";"3";"86";"M";"Midfielder";"9";"U18"
"324";"RODRIGUEZ";"THIAGO";"RODRIGUEZ, THIAGO";"4";"3";"90";"M";"Midfielder";"9";"U16"
"325";"MARTINEZ";"THIAGO";"MARTINEZ, THIAGO";"14";"1";"85";"G";"Goalkeeper";"3";"U06"
"326";"HERNANDEZ";"THIAGO";"HERNANDEZ, THIAGO";"3";"3";"62";"M";"Midfielder";"9";"U17"
"327";"LOPEZ";"THIAGO";"LOPEZ, THIAGO";"11";"1";"26";"G";"Goalkeeper";"3";"U09"
"328";"GONZALEZ";"THIAGO";"GONZALEZ, THIAGO";"2";"2";"24";"D";"Defender";"7";"U18"
"329";"PEREZ";"THIAGO";"PEREZ, THIAGO";"1";"3";"48";"M";"Midfielder";"9";"S"
"330";"SANCHEZ";"THIAGO";"SANCHEZ, THIAGO";"13";"4";"73";"F";"Forward";"6";"U07"
"331";"RAMIREZ";"THIAGO";"RAMIREZ, THIAGO";"11";"1";"35";"G";"Goalkeeper";"3";"U09"
"332";"TORRES";"THIAGO";"TORRES, THIAGO";"6";"3";"87";"M";"Midfielder";"9";"U14"
"333";"FLORES";"THIAGO";"FLORES, THIAGO";"5";"4";"87";"F";"Forward";"6";"U15"
"334";"RIVERA";"THIAGO";"RIVERA, THIAGO";"4";"2";"68";"D";"Defender";"7";"U16"
"335";"GOMEZ";"THIAGO";"GOMEZ, THIAGO";"4";"2";"9";"D";"Defender";"7";"U16"
"336";"DIAZ";"THIAGO";"DIAZ, THIAGO";"6";"2";"22";"D";"Defender";"7";"U14"
"337";"GARCIA";"LEONARDO";"GARCIA, LEONARDO";"11";"1";"31";"G";"Goalkeeper";"3";"U09"
"338";"RODRIGUEZ";"LEONARDO";"RODRIGUEZ, LEONARDO";"9";"1";"98";"G";"Goalkeeper";"3";"U11"
"339";"MARTINEZ";"LEONARDO";"MARTINEZ, LEONARDO";"2";"4";"54";"F";"Forward";"6";"U18"
"340";"HERNANDEZ";"LEONARDO";"HERNANDEZ, LEONARDO";"12";"4";"71";"F";"Forward";"6";"U08"
"341";"LOPEZ";"LEONARDO";"LOPEZ, LEONARDO";"11";"2";"13";"D";"Defender";"7";"U09"
"342";"GONZALEZ";"LEONARDO";"GONZALEZ, LEONARDO";"1";"3";"10";"M";"Midfielder";"9";"S"
"343";"PEREZ";"LEONARDO";"PEREZ, LEONARDO";"11";"4";"61";"F";"Forward";"6";"U09"
"344";"SANCHEZ";"LEONARDO";"SANCHEZ, LEONARDO";"7";"2";"77";"D";"Defender";"7";"U13"
"345";"RAMIREZ";"LEONARDO";"RAMIREZ, LEONARDO";"5";"4";"57";"F";"Forward";"6";"U15"
"346";"TORRES";"LEONARDO";"TORRES, LEONARDO";"8";"4";"91";"F";"Forward";"6";"U12"
"347";"FLORES";"LEONARDO";"FLORES, LEONARDO";"12";"1";"92";"G";"Goalkeeper";"3";"U08"
"348";"RIVERA";"LEONARDO";"RIVERA, LEONARDO";"14";"2";"81";"D";"Defender";"7";"U06"
"349";"GOMEZ";"LEONARDO";"GOMEZ, LEONARDO";"9";"3";"78";"M";"Midfielder";"9";"U11"
"350";"DIAZ";"LEONARDO";"DIAZ, LEONARDO";"5";"2";"55";"D";"Defender";"7";"U15"
